Rank,Method,WSADE,ADEv,ADEp,ADEb,WSFDE,FDEv,FDEp,FDEb
979,1gatxing-hot+6-1lay-e16,1.3152,2.2997,0.7692,1.8596,2.4541,4.1812,1.4711,3.4756
980,f_n126,1.3154,2.2063,0.7832,1.9085,2.4683,3.9846,1.5004,3.6416
981,Model_m1_2_e19,1.3156,2.305,0.7632,1.8725,2.4715,4.1838,1.472,3.55
982,mid32,1.3157,2.3289,0.7587,1.863,2.4673,4.1925,1.4761,3.512
983,xriver007_test18tt,1.3158,2.2824,0.768,1.8815,2.452,4.1038,1.469,3.5421
984,1gatxing-onehot9-2lay-e16,1.3158,2.2954,0.7851,1.8243,2.4465,4.1456,1.5016,3.393
985,soh100,1.3161,2.2963,0.7485,1.9213,2.4691,4.1635,1.4334,3.6592
986,1gatxing-xy6-WSxy-2l-e49,1.3164,2.2754,0.7913,1.8291,2.4548,4.1148,1.5242,3.3993
987,32_263,1.3172,2.2096,0.7844,1.9105,2.4688,4.0108,1.4918,3.6429
988,gatxing-onehot+6-Dp-e16,1.3176,2.32,0.7833,1.8149,2.4431,4.1956,1.4808,3.3871
989,gripgatxing-dropout-e62,1.3179,2.3477,0.7558,1.8637,2.4587,4.2372,1.4456,3.5129
990,my_mc_net_test(V),1.3181,2.3366,0.7558,1.8746,2.4528,4.2098,1.4548,3.4868
991,Grip_notype_head,1.3183,2.2876,0.7863,1.8395,2.4764,4.1263,1.5351,3.4583
992,30_279,1.3184,2.2574,0.7788,1.8872,2.4262,4.0332,1.4735,3.477
993,30_283,1.3184,2.2574,0.7788,1.8872,2.4262,4.0332,1.4735,3.477
994,gripgatxing-xy6-e16,1.3188,2.3257,0.779,1.8266,2.452,4.2073,1.48,3.4187
995,mid12,1.319,2.3415,0.746,1.9,2.4704,4.2231,1.4421,3.5881
996,apo-ori-no-no,1.3193,2.4027,0.7406,1.8599,2.4603,4.3079,1.4403,3.4697
997,O_15,1.3195,2.4068,0.7427,1.8515,2.4732,4.409,1.4188,3.493
998,MODEL_5,1.3197,2.3686,0.7421,1.889,2.4736,4.3025,1.4257,3.5736
999,ORIGIN500,1.3197,2.3225,0.756,1.894,2.4618,4.1872,1.4356,3.5986
1736,GRIP-1S,99.8331,99.7609,99.9086,99.6997,100,100,100,100
1348,sggm5,1.5055,2.6228,0.8915,2.1087,2.8075,4.7473,1.6989,3.9669
1293,fljass_prss,1.4553,2.2851,0.9883,1.932,2.6862,4.0019,1.9062,3.5466
1003,mid16,1.3202,2.3596,0.7446,1.8928,2.469,4.2516,1.4404,3.5602
1072,grip25,1.3411,2.2677,0.7988,1.9283,2.5046,4.0669,1.5369,3.6354
1575,sgnet-deter,1.9341,3.0059,1.3293,2.5541,3.5607,5.4091,2.515,4.6373
1583,Script check,2.0493,3.6614,1.2512,2.6879,3.6478,6.1642,2.3512,4.7785
1341,pqwpeoas_ve_a,1.4891,3.0917,0.7762,1.9118,2.7494,5.5514,1.4928,3.5149
1165,mid1t,1.3785,2.554,0.76,1.9404,2.5979,4.6438,1.4823,3.679
1010,grip49,1.3229,2.2375,0.7972,1.8776,2.4828,4.0425,1.5339,3.5664
1171,22_298,1.383,2.3634,0.8352,1.9361,2.5586,4.214,1.61,3.5547
1381,mid8,1.566,2.5398,0.9868,2.2078,3.0107,4.6163,1.9956,4.2272
1158,mid15,1.3724,2.4086,0.7822,1.9864,2.5728,4.3397,1.5187,3.7457
1420,tty69,1.6041,2.7222,0.9401,2.3384,3.0504,4.9023,1.8745,4.4669
1543,dfnet,1.7634,3.846,0.8043,2.3988,3.5587,8.2112,1.5657,4.5835
1377,mmlstm1,1.5606,3.043,0.7023,2.4758,2.6947,5.0913,1.3423,4.0812
1236,gripm2,1.413,2.4983,0.811,2.0136,2.6424,4.5386,1.543,3.8169
1144,RRLSTM_1,1.3657,2.31,0.8279,1.9253,2.523,4.1039,1.5896,3.5464
1175,mid20,1.385,2.5393,0.7663,1.9666,2.6128,4.6499,1.4866,3.7298
1255,gogo,1.4315,2.5745,0.8407,1.9501,2.6734,4.6561,1.6249,3.635
1389,bislstm-2,1.5716,3.0259,0.9786,1.813,2.7579,5.0692,1.7145,3.4075
1350,sggm8,1.5094,2.5163,0.9313,2.1182,2.8266,4.5874,1.8046,3.9203
1392,bislstm-3,1.5774,3.0259,0.9786,1.8394,2.7657,5.0692,1.7145,3.4428
1183,aaaaV,1.3883,2.4513,0.8029,1.9651,2.583,4.4169,1.5468,3.6476
1353,mid5,1.5162,2.5383,0.8914,2.2342,2.9111,4.6389,1.7843,4.3109
1490,sub1-apo,1.6898,2.8278,1.0164,2.4307,3.2201,5.1173,2.0419,4.6014
1025,31_223,1.3267,2.351,0.7338,1.9584,2.4624,4.2259,1.3992,3.6621
1671,Vi_model_m1_4_gt,15.2412,15.2554,15.2434,15.2225,15.2581,15.2141,15.1899,15.4781
1683,srnn1k,21.8691,19.7803,22.0679,23.2441,22.9615,20.517,23.0784,24.8758
1178,romillion,1.386,2.25,0.8747,1.9484,2.613,4.0969,1.6921,3.6919
1689,knet,24.1146,19.5648,24.4208,27.4433,45.2381,37.0478,45.6695,51.5466
1211,Vi_model1_ext_high_fr,1.4009,2.4617,0.7932,2.0385,2.6452,4.4916,1.5379,3.8859
1520,apok22,1.7259,2.7749,1.0504,2.553,3.3567,5.0193,2.1951,4.9077
1637,sgsg,3.9589,4.9774,3.5091,4.2189,7.3602,8.7833,6.7718,7.6176
1181,vi_model_m4_3_e7,1.3881,2.3655,0.827,1.979,2.574,4.2113,1.6034,3.6445
1629,g_l12,3.4553,4.2764,2.8683,4.2566,6.3543,7.6118,5.4361,7.6317
1685,fotest_0815,21.8912,17.6556,24.4182,19.0798,3.8076,6.1187,2.3998,5.418
1338,qiu1118,1.4858,2.7006,0.8295,2.1115,2.771,4.8794,1.5908,3.9655
1661,aaaaabbbbbb,7.1271,10.0978,5.5466,8.5933,10.6699,17.8743,6.9992,13.7978
1196,sgnet,1.3943,2.5701,0.7692,1.9734,2.5955,4.6449,1.4742,3.6887
1633,20220908006,3.9268,3.3383,4.2396,3.6372,4.7772,5.5332,4.5947,4.5709
1578,gripm9,1.9594,3.3156,1.2599,2.5707,3.6871,6.0459,2.4259,4.8679
1113,Type64New50,1.354,2.3778,0.7778,1.9423,2.5295,4.3086,1.4795,3.6804
1719,base,39.1583,41.5075,40.8535,32.5534,69.7705,76.5653,72.3676,56.7466
1219,iiiiasdp,1.4057,2.154,0.9883,1.8259,2.6046,3.8136,1.9062,3.3468
1040,Kamtest,1.3304,2.2013,0.8361,1.8419,2.5094,3.9713,1.6384,3.4767
1472,grip7,1.6648,2.8842,0.993,2.3275,3.1287,5.2206,1.9014,4.4628
1364,tcnnnet_ep,1.5413,2.6206,0.9883,2.018,2.8826,4.7318,1.9062,3.7757
1487,kam3691,1.6844,2.9203,0.9559,2.4813,3.077,5.0276,1.825,4.6046
1172,zzzzw,1.3831,2.2516,0.8814,1.9163,2.4953,3.9421,1.6419,3.4297
1497,mid19,1.701,2.8332,1.0263,2.4503,3.2118,5.077,2.0169,4.6662
1174,own_model_500,1.3847,2.2721,0.8815,1.9045,2.6043,4.1867,1.6952,3.5624
1226,atl-29,1.4081,2.6225,0.7699,1.9866,2.6341,4.7494,1.4953,3.7136
1125,testcxs,1.3582,2.261,0.8445,1.8917,2.4636,3.9667,1.6026,3.367
1445,ec3-2,1.6329,2.7203,1.0026,2.3059,2.898,4.7892,1.8332,3.9861
1299,mmcclstm-ed-1,1.461,2.1087,1.1119,1.7926,2.5256,3.7959,1.7727,3.3559
1379,nctp,1.562,2.2342,0.9836,2.4758,2.7059,4.0335,1.7264,4.0812
1642,Vi_hq_result,4.192,7.9929,2.1604,6.0926,8.8996,16.7842,4.6905,12.8286
1371,midn,1.5557,2.5188,0.9585,2.2545,3.0134,4.5434,2.0001,4.294
1206,28_292,1.398,2.4801,0.8297,1.9124,2.6809,4.5975,1.6459,3.667
1283,Kalman_3,1.4481,2.6128,0.8122,2.0656,2.6876,4.689,1.5643,3.8298
1089,conv291,1.3451,2.3931,0.7598,1.9354,2.5137,4.3417,1.4566,3.639
1257,tncnet_ep,1.4332,2.2696,0.9883,1.8456,2.6697,4.0686,1.9062,3.411
1388,basic_a_p,1.5716,2.7467,0.917,2.2293,2.9569,5.0075,1.787,4.1771
1524,vi_cut_model_m1_4_e11_dp,1.7308,2.9437,1.0159,2.5131,3.1135,5.1015,1.9299,4.4268
1078,mid34,1.3423,2.3866,0.7553,1.9407,2.5337,4.3487,1.4707,3.686
1483,Kalman_1,1.6767,3.2837,0.8341,2.437,3.0331,5.7335,1.5896,4.3839
1518,modelk16,1.7154,2.828,1.066,2.4158,3.2762,5.0608,2.1743,4.5589
1646,27_282,4.556,8.9403,2.1844,6.8226,8.4308,16.2938,4.1342,12.6099
1552,vi_cut_model_m1_4_e6_dp,1.7817,3.0372,1.0259,2.6328,3.2373,5.26,1.924,4.8609
1286,RLSTM_1,1.4517,2.4467,0.8619,2.1023,2.6874,4.3837,1.649,3.8829
1240,gripm1,1.4179,2.4752,0.8277,2.0125,2.6466,4.4833,1.5711,3.8122
1641,HQ Baseline,4.192,7.9929,2.1604,6.0926,8.8996,16.7842,4.6905,12.8286
1145,lanni-1000-114,1.3678,2.3911,0.7958,1.9457,2.5531,4.3424,1.5228,3.6426
1675,pre_demo,15.2412,15.2554,15.2434,15.2225,15.2581,15.2141,15.1899,15.4781
1651,s-apo-10,4.6701,9.165,2.2415,6.9863,8.6457,16.7095,4.2474,12.9107
1202,30_296,1.3975,2.3395,0.8247,2.0512,2.5745,4.1812,1.5514,3.8112
1121,lanni-1001-112,1.3571,2.4064,0.7789,1.9275,2.5366,4.3659,1.4943,3.6214
1356,st-lstm,1.5254,2.1957,0.9426,2.4525,2.6464,3.9807,1.6382,4.0914
1699,Test,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1309,asdasdasdvvasd,1.4683,3.0917,0.7506,1.8848,2.695,5.5514,1.4259,3.4441
1433,notrans-,1.6288,2.6842,0.9781,2.3847,3.1282,4.8771,2.0071,4.4938
1471,dyint_noheading,1.6648,2.9559,1.0049,2.2306,3.0528,5.3188,1.8536,4.1544
1218,mid46t,1.4054,2.6981,0.7537,1.9483,2.636,4.8883,1.4678,3.6684
1539,xzncvh,1.7534,3.7542,0.8124,2.4153,3.3883,7.4542,1.57,4.4859
1325,td_lstm,1.478,2.1844,1.1119,1.8008,2.5557,3.9091,1.7727,3.3895
1102,Kam_2l,1.3493,2.1899,0.8648,1.8623,2.5374,3.9392,1.6954,3.4828
1070,RRLSTM_2,1.341,2.234,0.8215,1.8989,2.4759,3.9683,1.5801,3.4807
1397,bi-gan,1.5812,3.043,0.9836,1.8277,2.7726,5.0913,1.7264,3.4228
1280,zsqfasasdvvv,1.444,3.0917,0.7321,1.823,2.664,5.5514,1.4097,3.346
1521,mdn_,1.7262,3.2432,0.942,2.4147,3.0188,5.5366,1.6736,4.2765
1130,test1,1.3596,2.4233,0.7577,1.9796,2.5598,4.4401,1.4636,3.7406
1295,Own_model,1.4557,2.4003,0.9321,1.9775,2.7784,4.413,1.8419,3.7612
1067,Model_e1_2_e22,1.3386,2.3028,0.7936,1.8988,2.5391,4.1731,1.5658,3.6194
1582,1131-2,1.9812,3.3416,1.2145,2.7659,3.6341,5.9528,2.3042,5.0323
1143,grip_mytest,1.3654,2.2155,0.839,1.9804,2.5781,4.0099,1.6435,3.7406
1317,Linear-EC3,1.4724,2.6296,0.8536,2.0519,2.7544,4.7659,1.6428,3.8564
1555,FuG_0,1.7883,3.0919,1.1123,2.3853,3.492,5.4232,2.3909,4.6392
1127,vi_model_m2_3_e17,1.3583,2.266,0.8248,1.9397,2.522,4.0454,1.5991,3.5704
1074,grip_g01,1.3414,2.2276,0.819,1.9128,2.5401,4.046,1.6171,3.6045
1052,24_240,1.335,2.2098,0.8086,1.9277,2.4903,3.9667,1.546,3.6376
1367,mid7,1.5511,2.5537,0.9482,2.229,2.9553,4.6198,1.8935,4.2414
1662,20220908010,7.3248,10.263,5.8052,8.6601,10.7632,17.9648,7.1197,13.8217
1396,dyint_fix_ft_enc1018,1.5792,2.7515,0.9866,2.076,2.9267,5.1144,1.8001,3.908
1220,bsalasdp,1.4067,2.1664,0.9883,1.8193,2.6131,3.8561,1.9062,3.3466
1574,modelk1,1.934,3.31,1.1744,2.6855,3.7327,6.0396,2.3991,5.1514
1530,testlstm6,1.7402,3.6158,0.8419,2.4033,3.4184,7.3552,1.6209,4.5783
1718,973ly,38.544,37.9695,38.4261,39.3769,38.7428,38.9587,38.1965,39.9867
1021,VI Social,1.3258,2.393,0.7359,1.911,2.4904,4.3649,1.4191,3.6107
1446,EC3-2,1.6329,2.7203,1.0026,2.3059,2.898,4.7892,1.8332,3.9861
1484,KF_test_1,1.6767,3.2837,0.8341,2.437,3.0331,5.7335,1.5896,4.3839
1091,gatxing-hot+6-Dp5head-e16,1.3459,2.3319,0.7957,1.8999,2.517,4.265,1.5132,3.5745
1443,EC-3,1.6329,2.7203,1.0026,2.3059,2.898,4.7892,1.8332,3.9861
1743,batch2,136.7913,133.4825,138.8037,134.4941,98.6967,97.7906,98.9251,98.9182
1270,msformer_1order,1.4375,2.6179,0.7989,2.0479,2.6958,4.7374,1.5493,3.8623
1528,eu-tran-n,1.7359,3.235,0.9231,2.5157,3.2686,5.919,1.7856,4.769
1057,mid14,1.3369,2.3901,0.7518,1.9218,2.5056,4.3142,1.4569,3.6264
1296,AAAA,1.4557,2.4003,0.9321,1.9775,2.7784,4.413,1.8419,3.7612
1568,test4,1.8989,3.6184,1.207,2.1599,3.4791,6.3433,2.4445,3.6028
1186,msformer_frame_conv_12,1.389,2.4954,0.7838,1.9789,2.6331,4.6047,1.529,3.7516
1478,modelfinal10,1.6724,2.9263,1.01,2.2789,3.1713,5.2954,2.0221,4.2702
1597,Panda_eq,2.2862,3.581,1.558,3.0289,4.3981,6.6472,3.0679,5.8603
1138,24_215,1.3628,2.2498,0.83,1.9612,2.5694,4.0982,1.5841,3.777
1707,126-1,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1588,lanni-300-11,2.1003,3.6645,1.2334,2.9638,3.8687,6.5434,2.3688,5.3915
1501,TP-GAT-2,1.7031,3.0135,0.947,2.5052,2.8815,4.9927,1.6365,4.2447
1585,test6,2.0575,3.7247,1.3873,2.3088,3.5734,6.3719,2.3833,4.1668
1301,vi_model_m3_3_e2,1.4618,2.4591,0.8793,2.0909,2.6885,4.3728,1.6639,3.8586
1026,31_237,1.3267,2.351,0.7338,1.9584,2.4624,4.2259,1.3992,3.6621
1464,cdfds3,1.6563,3.5586,0.7795,2.2384,3.2752,7.4505,1.5009,4.157
1126,st-lstm-p8,1.3582,2.5956,0.7084,1.9466,2.5572,4.7321,1.3643,3.7248
1560,vi_cut_model_m1_4_e119_dp,1.811,2.9577,1.0629,2.741,3.2952,5.1718,1.9925,5.0236
1544,FuG_1,1.7638,3.0427,1.112,2.3194,3.4103,5.3282,2.3555,4.4478
1385,apo-7,1.5682,2.6426,0.9407,2.2457,3.0003,4.8101,1.9178,4.209
1622,test_consv,3.1479,2.136,4.0345,1.7304,3.6957,3.1655,4.3974,2.3279
1733,ag-ty3,99.7318,99.6698,99.7723,99.6816,99.7131,99.714,99.723,99.6863
1069,uuuuunify,1.3407,2.2213,0.8374,1.8672,2.4247,3.9066,1.5689,3.3337
1152,27_222,1.3707,2.3985,0.8008,1.9389,2.5587,4.3254,1.5311,3.6618
1106,grip_rsf,1.3515,2.2885,0.8015,1.9499,2.5505,4.147,1.5494,3.7385
1527,apok25,1.7345,2.7642,1.087,2.5056,3.3503,4.9942,2.2463,4.7662
1430,dyint_25,1.6257,2.8266,1.0412,2.0749,3.069,5.322,1.9747,3.9059
1407,sdfasdgf,1.585,2.353,1.1191,2.1149,2.781,3.9776,2.0077,3.7319
1344,jhgT_v32,1.4943,3.0917,0.7829,1.9175,2.7783,5.5514,1.5303,3.5476
1212,20_294,1.4009,2.3853,0.8207,2.0356,2.5695,4.2274,1.5533,3.7415
1347,sggm4,1.5055,2.6228,0.8915,2.1087,2.8075,4.7473,1.6989,3.9669
1190,25_286,1.3902,2.3946,0.8258,1.9649,2.5591,4.2885,1.5823,3.5619
1243,msformer_187,1.4237,2.4517,0.816,2.0911,2.6356,4.4236,1.5685,3.8235
1684,LSTM-completeGCNN-test,21.8691,19.7803,22.0679,23.2441,22.9615,20.517,23.0784,24.8758
1486,vlstm1,1.6813,3.6202,0.7758,2.3057,3.3316,7.4544,1.4923,4.4328
1703,test20201225,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1335,msformer_baseline30,1.4833,2.6225,0.8619,2.0857,2.8408,4.8374,1.7095,4.0083
1012,Expt28,1.324,2.3596,0.772,1.8376,2.4579,4.2946,1.4673,3.3996
1498,26_223,1.7021,3.0375,0.9931,2.3573,3.3373,5.8832,1.9808,4.5992
1479,basic_lstm,1.6736,3.6139,0.7724,2.2856,3.3506,7.5992,1.5033,4.3582
1573,notrans1,1.9323,3.5822,0.9502,3.0215,3.6652,6.6185,1.8606,5.7378
1600,qiujia-apo2,2.3654,3.9145,1.4877,3.2712,4.2733,6.9263,2.7873,5.7792
1700,test_base,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1030,Model_m2_2,1.3276,2.3291,0.7679,1.8927,2.4821,4.2185,1.4648,3.5857
1222,f223asdvpasdcc,1.4075,2.1641,0.9883,1.8249,2.6157,3.8512,1.9062,3.3632
1230,27_281,1.4089,2.4339,0.8253,2.0157,2.6292,4.3799,1.5883,3.782
1413,vanilla,1.5951,3.3418,0.7552,2.2217,3.0727,6.5146,1.4469,4.2297
1516,111avg,1.7146,3.2384,0.8969,2.485,3.1754,5.8299,1.7134,4.6168
1013,bsbs-rm,1.3241,2.2854,0.7805,1.8832,2.4445,4.07,1.4975,3.4636
1264,kljasd_ps_s,1.4349,2.2315,0.9883,1.8881,2.672,4.0115,1.9062,3.4732
1593,model1-10,2.1722,3.4128,1.4576,2.9284,3.9147,5.9465,2.7186,5.221
1688,sgsgm,23.3139,23.2293,23.6315,22.5534,47.9237,46.4647,49.2074,45.8659
1008,gripgatxing-one9-Dp-e16,1.322,2.3087,0.7943,1.8163,2.4557,4.1739,1.5098,3.3874
1002,soh300289,1.3198,2.2264,0.8001,1.8658,2.5013,4.0458,1.5694,3.5539
1018,Vi_model1_ext_e8,1.3253,2.3252,0.776,1.8645,2.4784,4.2345,1.4899,3.4881
1503,Base_e2,1.7035,3.0917,0.9883,2.3271,3.1403,5.5514,1.9062,4.2019
1564,ag_test2,1.8489,2.642,1.4306,2.2306,3.4391,4.6776,2.7454,4.1419
1424,kam4105,1.6134,2.851,0.9302,2.2893,2.9575,4.9367,1.7802,4.2622
1649,expt29,4.6601,9.0766,2.2764,6.9296,8.636,16.5496,4.3219,12.8155
1095,msformer_frame_conv_nd22,1.3475,2.3237,0.7891,1.9324,2.5614,4.2532,1.5553,3.676
1096,Vi_model_m1_4_e88,1.3478,2.2335,0.8206,1.9325,2.5357,4.0505,1.5968,3.634
1334,msformertest,1.4833,2.6225,0.8619,2.0857,2.8408,4.8374,1.7095,4.0083
1271,Expt46,1.438,2.5146,0.8369,2.0439,2.697,4.5761,1.6094,3.8561
1204,28_273,1.3979,2.4331,0.8262,1.9638,2.6648,4.4869,1.6237,3.753
1345,naive,1.4975,2.3982,0.9735,2.06,2.6578,4.1159,1.766,3.6833
1333,msformer_test3,1.4833,2.6225,0.8619,2.0857,2.8408,4.8374,1.7095,4.0083
1238,test_tf,1.4131,2.4429,0.8308,2.0121,2.6167,4.3495,1.6056,3.7071
1710,11111,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1631,a20220908001,3.9268,3.3383,4.2396,3.6372,4.7772,5.5332,4.5947,4.5709
1553,vi_cut_model_m1_4_e5_dp,1.7822,3.0659,0.9858,2.715,3.2445,5.3564,1.8401,5.027
1416,klcxvg,1.5977,2.1775,1.2476,1.9934,2.8614,3.697,2.354,3.4393
1263,EasyCase-33,1.4348,2.4338,0.8562,2.0519,2.6715,4.3767,1.6341,3.8564
1192,msformer_70,1.391,2.4249,0.8139,1.9726,2.6048,4.3717,1.5933,3.6654
1079,StarNet-NS(Intp)-C1,1.3425,2.386,0.7854,1.8628,2.4984,4.2857,1.5156,3.4645
1249,ggggg_ppw,1.4254,2.2146,0.9883,1.8605,2.6278,3.8738,1.9062,3.3973
1331,rrrrrrrrrrrrb,1.4833,2.6929,0.8843,1.963,2.8768,5.4238,1.7221,3.6056
1108,Expt27,1.3527,2.3579,0.8017,1.8913,2.5333,4.2669,1.5439,3.5659
1005,1gatxing-xy6-WSxy-2l-e16,1.3206,2.3632,0.777,1.8057,2.4513,4.2599,1.4824,3.3617
1705,test_11,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1090,conv203,1.3456,2.3742,0.7684,1.9324,2.5171,4.284,1.4825,3.6382
1163,aaaaV1,1.3778,2.4017,0.7969,1.9783,2.5678,4.3365,1.5404,3.6687
1099,test2,1.3481,2.3925,0.7676,1.9291,2.559,4.4011,1.505,3.6633
1092,method3,1.3469,2.2247,0.8481,1.8638,2.3975,3.8497,1.5524,3.3055
1019,gatxing-hot+6-5head-e16,1.3253,2.3303,0.771,1.8732,2.4697,4.2251,1.4739,3.4991
1023,26_152,1.3258,2.1552,0.821,1.9028,2.4902,3.9058,1.5665,3.6386
1469,3-ab-s,1.662,2.825,0.9649,2.4424,3.1328,5.0935,1.8999,4.6008
1182,aaaaE1,1.3883,2.4513,0.8029,1.9651,2.583,4.4169,1.5468,3.6476
1602,sgnet-cvaek1,2.4557,3.6206,1.4861,3.9531,4.4799,6.5641,2.7822,7.061
1499,grip10,1.7026,2.8663,1.0796,2.287,3.2723,5.2165,2.1692,4.4129
1594,lanni-104-22,2.2035,3.886,1.2616,3.1572,4.0431,6.9207,2.399,5.7617
1227,zzzzzz,1.4085,2.4418,0.8313,1.9907,2.5447,4.293,1.5508,3.5755
1610,world-lstm,2.707,3.0576,2.3227,3.4014,3.937,5.2655,3.0304,5.1194
1231,27_235,1.4095,2.4245,0.8321,2.0089,2.6692,4.4159,1.6198,3.8477
1372,mmp-lstm1,1.5566,3.043,0.6953,2.4758,2.6918,5.0913,1.3374,4.0812
1245,staticpnet2,1.4238,2.2075,0.9883,1.8593,2.6263,3.8619,1.9062,3.4014
1034,h3cc-1,1.3288,2.3001,0.778,1.8981,2.4545,4.0942,1.4965,3.4897
1214,VI Condition by Stepan,1.4027,2.4055,0.8224,2.0208,2.6962,4.4422,1.6413,3.8902
1536,vi_cut_model_m1_4_e9_dp,1.7492,2.9991,0.9985,2.5919,3.1623,5.1991,1.865,4.7306
1561,modelnotran,1.8283,3.4105,1.0914,2.3325,3.4875,6.2243,2.2195,4.3425
1666,1201,12.5181,14.5266,11.9288,12.2457,5.5652,10.4189,3.0606,7.756
1059,mid11,1.3376,2.3473,0.7608,1.9404,2.5112,4.2272,1.4785,3.674
1287,grip_rsr,1.452,2.4552,0.8752,2.0607,2.7429,4.4802,1.6972,3.9202
1550,apok31,1.7803,2.8496,1.1156,2.5608,3.4652,5.2128,2.3273,4.8764
1431,s-apo,1.6266,2.9214,0.926,2.2966,3.0691,5.3101,1.8068,4.3599
1083,jonit_epoch50,1.3436,2.2308,0.8071,1.9513,2.5675,4.0691,1.5879,3.7852
1027,fnb125,1.3269,2.247,0.8009,1.8771,2.4794,4.0937,1.5349,3.5019
1011,gripgatxing-gat,1.3231,2.3457,0.761,1.8752,2.4642,4.2306,1.4529,3.5247
1665,20220908012,9.4654,11.8524,8.4984,9.8446,14.2287,20.5716,11.496,15.6668
1088,vi_model_m1_3_e9,1.345,2.2906,0.795,1.9353,2.4841,4.0748,1.524,3.5693
1473,s-apo-6,1.6662,2.9805,0.9446,2.3736,3.105,5.3604,1.813,4.4607
1004,baseline2,1.3203,2.1041,0.8359,1.8848,2.3794,3.6582,1.5502,3.403
1545,apok28,1.7691,2.7967,1.1089,2.5755,3.4303,5.0981,2.2957,4.9054
1210,TESTZZ081619,1.4006,2.2616,0.9085,1.9152,2.5313,3.9807,1.6805,3.4568
1373,base_method,1.5575,2.5799,0.9408,2.254,2.8519,4.5792,1.7883,4.0858
1076,own_150,1.3416,2.2937,0.7907,1.9282,2.5294,4.1711,1.5214,3.6946
1659,a20220907001,6.8782,6.6832,7.057,6.5841,10.1768,11.4598,9.8793,9.7947
1342,tty68,1.4905,2.6498,0.8189,2.2072,2.8082,4.7816,1.6089,4.1758
1411,zxcvASD,1.594,3.2465,0.7688,2.2673,3.0695,6.5051,1.4558,4.2005
1674,11111111111111,15.2412,15.2554,15.2434,15.2225,15.2581,15.2141,15.1899,15.4781
1268,zxcvhjkl,1.4375,2.3027,0.8945,2.0826,2.5744,3.9912,1.6352,3.7627
1657,20-81-1,5.6604,9.961,3.3269,7.9027,10.1969,17.7872,5.9995,14.3626
1016,gripgatxing-1head-e16,1.3251,2.3926,0.7447,1.8846,2.4662,4.3279,1.4103,3.5574
1647,sgnettt,4.6495,9.1537,2.2141,6.9754,8.6098,16.6864,4.1985,12.8974
1452,dyint_nodefre,1.641,2.9112,0.9817,2.2243,3.017,5.2379,1.7907,4.2308
1526,vi_cut_model_m1_4_e7_dp,1.7343,2.954,0.9895,2.5891,3.1266,5.1258,1.8475,4.6811
1251,msformer_90,1.4297,2.4709,0.8337,2.0545,2.6871,4.4708,1.644,3.8157
1454,Type64New30,1.6429,2.9161,0.8818,2.4918,2.9881,4.9538,1.6611,4.6995
1589,sggm3,2.1076,3.6961,1.2135,3.0207,3.8597,6.6484,2.2396,5.5956
1056,sallio,1.3369,2.3433,0.7876,1.8702,2.4265,4.2119,1.4702,3.3247
1048,vkun,1.3346,2.3799,0.7887,1.8234,2.4017,4.1643,1.4708,3.2534
1598,lanni-104-16,2.2997,4.2009,1.2888,3.2365,4.2513,7.6206,2.456,5.9215
1715,best,35.5801,37.1462,27.1762,56.3122,62.4915,69.7512,45.848,99.7701
1288,fljdaa_pw1,1.4521,2.2982,0.9883,1.9057,2.6697,4.007,1.9062,3.467
1480,het3ca,1.6738,3.2269,0.8667,2.3898,3.0912,5.7756,1.6616,4.4199
1398,sgan-2,1.5829,3.043,0.9836,1.8354,2.7796,5.0913,1.7264,3.4547
1506,fut-tt,1.7053,2.9921,1.0544,2.2514,3.2688,5.3967,2.1676,4.2373
1466,26_277,1.657,2.9536,0.9652,2.302,3.2379,5.6816,1.9166,4.4999
1698,testingThePipeline,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1142,lanni-2000-196,1.3651,2.4156,0.7856,1.9378,2.5537,4.3956,1.5054,3.6428
1462,tty88,1.6508,2.8893,0.9458,2.3833,3.1258,5.218,1.8775,4.5146
1393,bigat-a,1.5783,3.043,0.9836,1.8146,2.7638,5.0913,1.7264,3.383
1440,sub5-apo,1.6312,2.7665,0.969,2.3447,3.1004,4.9806,1.9462,4.434
1739,SPooling,99.9587,100,100,99.8121,99.9536,100,100,99.7889
1132,TestType,1.3605,2.1403,0.888,1.8972,2.4234,3.6624,1.6107,3.4395
1265,msformer_frame_conv_sc,1.4359,2.5343,0.8657,1.9408,2.7492,4.6791,1.7354,3.6673
1073,test_8.22,1.3414,2.3387,0.7827,1.9077,2.4626,4.1646,1.4832,3.4975
1634,a20220908002,3.9274,3.3391,4.2398,3.6386,4.7783,5.5344,4.5956,4.5727
1327,soh300282,1.479,2.5495,0.8966,2.0413,2.8341,4.6979,1.7511,3.9948
1119,msformer_frame_conv_nd,1.3558,2.3603,0.7959,1.9187,2.5787,4.3369,1.5692,3.6419
